Scenario URI,Bag,Hydra Exit Code,error,Machine Atrophy Status,Machine Atrophy Score,braking_discomfort_severity,comfort_inverse_rdi_proxy,sim_safety_proxy_likelihood_score,sim_safety_proxy_risk_score,steering_discomfort_severity,combined_non_rqe_probability,accumulated_travel,av_odometer_travel,lbv_metrics_max_lbv,roadcraft,av_in_intersection_scene__event_count,av_in_intersection_scene__max_event_duration,av_in_intersection_scene__total_event_duration,av_in_mid_intersection_on_red_scene__event_count,av_in_mid_intersection_on_red_scene__max_event_duration,av_in_mid_intersection_on_red_scene__total_event_duration,av_brake_jab_scene__event_count,av_brake_jab_scene__max_event_duration,av_brake_jab_scene__total_event_duration,av_has_traffic_light_directive_reason_scene__event_count,av_has_traffic_light_directive_reason_scene__max_event_duration,av_has_traffic_light_directive_reason_scene__total_event_duration,av_in_traffic_light_accept_region_duration,av_in_traffic_light_assert_region_duration,av_in_traffic_light_yield_region_duration,ya_red_light_duration,tl_metrics_running_red_light_catchall,tl_metrics_running_red_light,red_light_scene__total_event_duration,red_light_scene__max_event_duration,red_light_scene__event_count,red_light_jerk_metrics_n_ticks_with_jerk_event,red_light_jerk_metrics_min_jerk,red_light_jerk_metrics_min_accel,red_light_jerk_metrics_min_abs_jerk,red_light_jerk_metrics_min_abs_accel,red_light_jerk_metrics_max_jerk,red_light_jerk_metrics_max_accel,red_light_jerk_metrics_max_abs_jerk,red_light_jerk_metrics_max_abs_accel,red_light_jerk_metrics_has_jerk_event,red_light_incursion_severity,red_light_incursion,red_light_hammer_scoring_error_rate_selected_intent,red_light_hammer_scoring_error_rate_all_intents,red_light_creeping_metrics_max_creep_velocity,red_light_creeping_metrics_has_creep_event,red_light_creeping_metrics_creep_velocity_threshold,red_light_creeping_metrics_creep_duration_secs,red_light_creeping_metrics_creep_counts,ranker_selected_rate_red_light_hammer_selected_intent,ranker_selected_rate_red_light_hammer_all_intents,is_strictly_red_light_running
replay://ros/src/perception_scenarios/metrics/feature_testing/unf/e2e_replay_rhino/FM.1.b.i.2_2024-10-08/5G21A6P09L4100103_1728409369_1728409389.yaml,https://webviz.robot.car/?seek-by=5000&hydra-run-id=20e5aa90-2af8-560c-b45e-3fd843e7530e%3A0,0:SUCCESS,,Atrophied,0.21,0.24,0.24,0.9,1,1,0,4.55,4.92,0,,0,0,0,0,0,0,2,0.1,0.1,1,13.8,13.8,0,0,0,0,,,0,0,0,,,,,,,,,,0,,,0,0,,0,,,,100,100,0
replay://ros/src/perception_scenarios/metrics/feature_testing/unf/e2e_replay_rhino/FM.1.b.i.2_2024-10-08/5G21A6P09L4100103_1728403740_1728403760.yaml,https://webviz.robot.car/?seek-by=5000&hydra-run-id=20e5aa90-2af8-560c-b45e-3fd843e7530e%3A1,0:SUCCESS,,Valid,1,0.8,0.9,0.97,1,1,0.49,11.67,12.03,0.86,,0,0,0,0,0,0,0,0,0,1,13.9,13.9,0,0,0,0,,,0,0,0,,,,,,,,,,0,,,0,0,,0,,,,100,100,0
replay://ros/src/perception_scenarios/metrics/feature_testing/unf/e2e_replay_rhino/FM.1.b.i.2_2024-10-08/5G21A6P09L4100103_1728403344_1728403364.yaml,https://webviz.robot.car/?seek-by=5000&hydra-run-id=20e5aa90-2af8-560c-b45e-3fd843e7530e%3A2,0:SUCCESS,,Valid,1,1,1,0.97,1,1,0.08,10.57,11.04,1.52,,0,0,0,0,0,0,0,0,0,1,13.8,13.8,0,0,0,0,,,0,0,0,,,,,,,,,,0,,,0,0,,0,,,,100,100,0
replay://ros/src/perception_scenarios/metrics/feature_testing/unf/e2e_replay_rhino/FM.1.b.i.2_2024-10-08/5G21A6P09L4100103_1728404785_1728404805.yaml,https://webviz.robot.car/?seek-by=5000&hydra-run-id=20e5aa90-2af8-560c-b45e-3fd843e7530e%3A3,0:SUCCESS,,Atrophied,0.03,0.22,0.22,0.86,0.99,1,0,5.43,6.2,0,,0,0,0,0,0,0,1,0,0,1,13.9,13.9,0,0,0,0,,,0,0,0,,,,,,,,,,0,,,0,0,,0,,,,100,100,0
replay://ros/src/perception_scenarios/metrics/feature_testing/unf/e2e_replay_rhino/FM.1.b.i.2_2024-10-08/5G21A6P09L4100103_1728409004_1728409024.yaml,https://webviz.robot.car/?seek-by=5000&hydra-run-id=20e5aa90-2af8-560c-b45e-3fd843e7530e%3A4,0:SUCCESS,,Valid,1,0.98,0.99,0.82,0.99,1,0.73,1.54,1.6,0,,0,0,0,0,0,0,0,0,0,1,13.8,13.8,0,0,0,0,,,0,0,0,,,,,,,,,,0,,,0,0,,0,,,,100,100,0
replay://ros/src/perception_scenarios/metrics/feature_testing/unf/e2e_replay_rhino/FM.1.b.i.2_2024-10-08/5G21A6P09L4100103_1728406074_1728406094.yaml,https://webviz.robot.car/?seek-by=5000&hydra-run-id=20e5aa90-2af8-560c-b45e-3fd843e7530e%3A5,0:SUCCESS,,Valid,0.97,0,0,0.91,1,1,0,13.15,13.45,0,,0,0,0,0,0,0,2,0.1,0.2,1,13.9,13.9,0,0,0,0,,,0,0,0,,,,,,,,,,0,,,0,0,,0,,,,100,100,0
replay://ros/src/perception_scenarios/metrics/feature_testing/unf/e2e_replay_rhino/FM.1.b.i.2_2024-10-08/5G21A6P09L4100103_1728400848_1728400868.yaml,https://webviz.robot.car/?seek-by=5000&hydra-run-id=20e5aa90-2af8-560c-b45e-3fd843e7530e%3A6,127:ERR_HARD_STOP,AV entered DS5. Causes: [name=`S8 Low Speed Mrc Monitor Violated` description=`Mrc was not acheived within the limits for an s8 stopping maneuver near completion.` from hardware_id=`/fallback_manager`],Atrophied,,0.76,0.8,0.93,1,1,0.15,3.42,3.84,0,,0,0,0,0,0,0,2,0,0,1,13.8,13.8,0,0,0,0,,,0,0,0,,,,,,,,,,0,,,0,0,,0,,,,100,100,0
replay://ros/src/perception_scenarios/metrics/feature_testing/unf/e2e_replay_rhino/FM.1.b.i.2_2024-10-08/5G21A6P09L4100103_1728406195_1728406215.yaml,https://webviz.robot.car/?seek-by=5000&hydra-run-id=20e5aa90-2af8-560c-b45e-3fd843e7530e%3A7,0:SUCCESS,,Atrophied,0.46,0,0,0.9,1,1,0,16.26,16.5,0,,0,0,0,0,0,0,3,0.1,0.1,1,13.9,13.9,0,0,0,0,,,0,0,0,,,,,,,,,,0,,,0,0,,0,,,,100,100,0
replay://ros/src/perception_scenarios/metrics/feature_testing/unf/e2e_replay_rhino/FM.1.b.i.2_2024-10-08/5G21A6P09L4100103_1728407846_1728407866.yaml,https://webviz.robot.car/?seek-by=5000&hydra-run-id=20e5aa90-2af8-560c-b45e-3fd843e7530e%3A8,0:SUCCESS,,Valid,1,1,1,0.93,1,1,0.62,5.18,5.2,0,,0,0,0,0,0,0,0,0,0,1,13.8,13.8,0,0,0,0,,,0,0,0,,,,,,,,,,0,,,0,0,,0,,,,100,100,0
replay://ros/src/perception_scenarios/metrics/feature_testing/unf/e2e_replay_rhino/FM.1.b.i.2_2024-10-08/5G21A6P09L4100103_1728405919_1728405939.yaml,https://webviz.robot.car/?seek-by=5000&hydra-run-id=20e5aa90-2af8-560c-b45e-3fd843e7530e%3A9,0:SUCCESS,,Valid,1,1,1,0.9,1,1,0.62,5.45,5.62,0,,0,0,0,0,0,0,0,0,0,1,13.9,13.9,0,0,0,0,,,0,0,0,,,,,,,,,,0,,,0,0,,0,,,,100,100,0
